,ord__Education,ord__EnvironmentSatisfaction,ord__JobInvolvement,ord__JobSatisfaction,ord__PerformanceRating,ord__RelationshipSatisfaction,ord__StockOptionLevel,ord__TrainingTimesLastYear,ord__WorkLifeBalance,ord__JobLevel,onehot__BusinessTravel_Non-Travel,onehot__BusinessTravel_Travel_Frequently,onehot__BusinessTravel_Travel_Rarely,onehot__Department_Human Resources,onehot__Department_Research & Development,onehot__Department_Sales,onehot__EducationField_Human Resources,onehot__EducationField_Life Sciences,onehot__EducationField_Marketing,onehot__EducationField_Medical,onehot__EducationField_Other,onehot__EducationField_Technical Degree,onehot__Gender_Female,onehot__Gender_Male,onehot__JobRole_Healthcare Representative,onehot__JobRole_Human Resources,onehot__JobRole_Laboratory Technician,onehot__JobRole_Manager,onehot__JobRole_Manufacturing Director,onehot__JobRole_Research Director,onehot__JobRole_Research Scientist,onehot__JobRole_Sales Executive,onehot__JobRole_Sales Representative,onehot__MaritalStatus_Divorced,onehot__MaritalStatus_Married,onehot__MaritalStatus_Single,onehot__OverTime_No,onehot__OverTime_Yes,std__Age,std__DailyRate,std__DistanceFromHome,std__HourlyRate,std__MonthlyIncome,std__MonthlyRate,std__NumCompaniesWorked,std__YearsAtCompany,std__YearsSinceLastPromotion,std__TotalWorkingYears,std__YearsInCurrentRole,std__YearsWithCurrManager,std__PercentSalaryHike,std__EmployeeNumber
419,2.0,0.0,1.0,0.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.1098224189781389,1.206627868225091,-0.1850928290190374,0.5446069478800647,-0.9130292747319277,-0.786656544329862,-1.081052567309474,-0.3497134099278029,-0.6713834044229667,-0.7040259453802107,-0.07805278073100767,-0.3497777885792307,1.5711637528480649,-0.1961536950433839
420,0.0,1.0,2.0,3.0,2.0,3.0,1.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8910322179079453,1.546164099709736,-1.0364939915528357,-1.1759330836240045,0.27213203971180955,-1.0693233408185314,-0.681966468510645,0.6148600695311004,0.5686004691040435,-0.06982298290387685,1.5975593865970104,-0.9015647107134406,-0.32604168070101025,-1.1497539990183054
421,0.0,1.0,2.0,3.0,2.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.4446266185194845,-0.8481951030560565,0.42305085850510415,-0.6351919308655828,-0.6771022555367074,0.40815212491448416,0.1162057290870128,-0.6712379030807707,-0.6713834044229667,-0.8308665378754775,-0.636590169840347,-0.6256712496463356,0.7580757098984613,0.0009686292765203684
422,3.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.8910322179079453,0.47222357493978495,-0.793236516543179,1.3311395337104963,1.1259327929615393,1.0030574407071897,-0.681966468510645,0.4540978229546165,-0.6713834044229667,-0.19666357539914364,-0.636590169840347,0.7537960556891891,0.7580757098984613,-0.7251828389446654
423,3.0,2.0,2.0,0.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0017789808689762901,0.022023682823107568,-0.42835030402869406,-0.14360906472156298,-0.9702043811855442,1.2976639938255377,0.5152918278858417,-0.6712379030807707,-0.6713834044229667,-0.577185352884944,-0.636590169840347,-0.6256712496463356,1.8421931004979328,-1.451334307165851
424,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.11338038071609148,-1.144974920205598,0.6663083335147608,1.2819812470960943,1.035600375702108,0.19170932740670638,-1.081052567309474,0.6148600695311004,-0.05139146765946163,0.05701760959138992,1.5975593865970104,1.305582977823399,-0.32604168070101025,-0.8987178765938119
425,3.0,2.0,2.0,2.0,3.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.1098224189781389,0.3514995815230223,-0.9148652540480073,0.6429235211088686,-0.8754084797791765,-0.2796333907067674,0.5152918278858417,0.6148600695311004,0.2586045007222909,0.564379979572457,1.039021997487671,1.305582977823399,1.5711637528480649,-0.06136919978191089
426,1.0,0.0,3.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.4490392171435211,-0.31499746546535484,0.17979338349544755,1.4786143935537024,-0.558288558482538,-0.8426067992340535,-1.081052567309474,-0.5104756565042868,-0.3613874360412142,-0.8308665378754775,-0.636590169840347,-0.3497777885792307,0.7580757098984613,-1.6316085695780713
427,2.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.22142381882525408,-0.48099295641340345,-0.06346409151420909,0.003865795121642946,0.8602492127867416,1.271146627357298,-0.681966468510645,1.5794335489900038,0.8785964374857961,0.6912205720677238,2.7146341648156893,2.9609437442260287,1.3001344051981971,-0.19278408266184707
428,3.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.675799978575704,0.23077558810625964,1.882595708563044,0.7412400943376726,1.5278589130499731,0.6562491609288517,0.1162057290870128,0.2933355763781326,-0.6713834044229667,2.466988867001459,1.039021997487671,-1.1774581717805455,1.8421931004979328,-0.21468656314183643
429,3.0,3.0,2.0,0.0,2.0,1.0,2.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.8990027782699346,-1.0619771747315736,1.1528232835340742,1.4294561069393004,-0.2449944807404166,1.1618839707577975,2.510722321879986,-0.3497134099278029,-0.3613874360412142,-0.3235041678944104,-0.35732147528567737,-0.07388432751212577,-1.139129723650614,-0.3292533841140885
430,4.0,1.0,2.0,0.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.22498178056320667,1.4807719366089895,0.058164645990619226,0.4954486612656627,-0.2679495420675191,-1.453061565521224,-0.2828803697118161,-0.028188916774835173,1.4985883742493011,-0.19666357539914364,0.7597533029330014,0.7537960556891891,-0.5970710283508781,1.0506028861252412
431,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8945901796458978,-0.596686783437801,-0.9148652540480073,-0.24192563795036695,-0.38952634835550654,0.2604323452170656,-1.081052567309474,0.1325733298016487,0.2586045007222909,-0.3235041678944104,0.7597533029330014,0.7537960556891891,1.0291050575483291,-0.654420978932392
432,3.0,3.0,2.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.22142381882525408,-1.6806876409924822,1.882595708563044,1.4786143935537024,-0.981044271256676,0.32082530026253275,-0.681966468510645,0.4540978229546165,1.4985883742493011,-0.19666357539914364,-0.636590169840347,1.0296895167562938,1.0291050575483291,-0.19109927647107866
433,0.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.22498178056320667,-1.7133837225428554,0.058164645990619226,1.6260892533969082,2.2169358465913285,-1.2420333088106261,-0.681966468510645,2.2224825352959394,2.7385722477763115,1.1985829420487908,1.3182906920423407,1.5814764388905038,-0.32604168070101025,-0.952631674698401
434,1.0,1.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.3330252186723693,-1.3688173246658455,-1.0364939915528357,0.8395566675664766,-0.640969288632935,1.1790994338052412,-0.681966468510645,-0.18895116335131906,-0.3613874360412142,-0.7040259453802107,0.201215913823662,-0.3497777885792307,-0.5970710283508781,-0.5819743127293503
435,2.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.337437817296406,-1.2304877488758048,-0.9148652540480073,0.7903983809520746,-0.9459740386736027,0.7432983168219733,0.5152918278858417,-0.8320001496572546,-0.3613874360412142,-0.7040259453802107,-1.1951275589496864,-0.6256712496463356,-0.32604168070101025,1.6722963705187854
436,3.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0017789808689762901,-0.1766678896753143,-1.0364939915528357,0.6920818077232707,1.4804609623467893,-0.3643223621498363,-0.2828803697118161,-0.3497134099278029,-0.6713834044229667,0.43753938707719026,-0.636590169840347,-0.6256712496463356,0.7580757098984613,-1.0351871780460533
437,0.0,2.0,2.0,0.0,2.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.6722420168377516,1.246869199364012,-0.1850928290190374,0.6429235211088686,-0.9011266503400969,0.23571982568121924,-0.681966468510645,-0.9927623962337385,-0.6713834044229667,-1.3382289078565446,-1.1951275589496864,-1.1774581717805455,0.48704636224859343,1.3285959076020293
438,4.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8945901796458978,0.545160987629079,-0.5499790415335224,-0.7826667907087888,-0.18463117132470258,1.2697582835631493,-0.681966468510645,0.4540978229546165,-0.3613874360412142,-0.19666357539914364,0.7597533029330014,-0.07388432751212577,-0.32604168070101025,1.0388092427898625
439,2.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5597859801045523,-1.2833044959956386,-0.9148652540480073,-1.2742496568528086,0.7410104220042925,0.5983552247128521,-0.2828803697118161,2.0617202887194557,3.358564184539816,1.5791047195345913,1.039021997487671,1.305582977823399,-0.32604168070101025,0.930981646580684
440,1.0,3.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.3330252186723693,-0.42566112609738727,2.125853183572701,1.4294561069393004,-0.9196182275202628,-1.1926082697389333,-0.2828803697118161,-0.6712379030807707,-0.3613874360412142,-0.3235041678944104,-0.636590169840347,-0.6256712496463356,-0.05501233305114235,-1.2592664014182522
441,2.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.8910322179079453,-0.33511813103481525,0.6663083335147608,-0.29108392456476895,-0.9134543684602074,1.162300473896042,-0.681966468510645,-0.18895116335131906,-0.3613874360412142,-0.7040259453802107,0.201215913823662,0.20200913355497915,1.0291050575483291,-1.0924705885321793
442,2.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1142350176021756,-1.507146900455886,-0.42835030402869406,-0.5368753576367788,-0.8711575424963797,-0.8817580942290459,-0.681966468510645,-0.5104756565042868,-0.05139146765946163,-0.9577071303707443,-0.636590169840347,-0.6256712496463356,-0.5970710283508781,0.28233126313484525
443,0.0,1.0,1.0,3.0,3.0,3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.1098224189781389,1.043147460473225,-0.9148652540480073,1.3802978203248983,-0.5848569165000177,-1.3991938263082555,-0.681966468510645,0.4540978229546165,-0.6713834044229667,-0.19666357539914364,-0.9158588643950167,1.0296895167562938,1.5711637528480649,1.5088701700142495
444,0.0,3.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.22142381882525408,-0.347693547015728,-0.30672156652386573,0.4954486612656627,-0.8998513691552579,0.26251486090828857,-0.681966468510645,-0.9927623962337385,-0.6713834044229667,-1.3382289078565446,-1.1951275589496864,-1.1774581717805455,-0.5970710283508781,0.8383173060884214
445,2.0,3.0,2.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.6713873799516674,-1.2204274160910746,1.3960807585437307,-0.24192563795036695,-0.9308832113196742,0.13006686294650538,1.7125501242823284,-0.6712379030807707,-0.3613874360412142,-0.4503447603896772,-0.636590169840347,-0.6256712496463356,1.3001344051981971,-0.7908902803846335
446,2.0,3.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.22142381882525408,0.48731407411688027,-1.0364939915528357,0.1021823683504469,-0.8900742134048253,1.0315184884872375,-0.681966468510645,-0.6712379030807707,-0.3613874360412142,-1.084547722866011,-1.1951275589496864,-0.6256712496463356,1.0291050575483291,0.959623351823747
447,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.7874013784228193,-1.6957781401695775,-0.9148652540480073,-1.3725662300816124,0.18860112210485316,1.2822533777104874,-0.2828803697118161,1.2579090558370358,1.1885924058675486,2.340148274506192,0.7597533029330014,2.1332633610247136,-0.868100376000746,0.09363296976878305
448,3.0,0.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6678294182137149,-0.687229778500373,-0.42835030402869406,0.003865795121642946,-0.25030815234391257,-1.1220804049961808,0.5152918278858417,-0.028188916774835173,0.8785964374857961,0.1838582020866567,0.7597533029330014,0.7537960556891891,1.8421931004979328,-0.5752350879662766
449,4.0,2.0,0.0,3.0,2.0,3.0,0.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.4525971788814738,-1.1701257521674235,1.517709496048559,1.0853481006384864,1.6521988285717784,1.409009166116261,-0.681966468510645,3.990867247637262,3.358564184539816,2.5938294594967255,0.4804846083783317,1.305582977823399,-0.5970710283508781,0.9175031970545368
450,2.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.337437817296406,0.3791654966810304,-1.0364939915528357,0.7412400943376726,-0.7245002062398914,-1.303814607650242,0.5152918278858417,-0.6712379030807707,-0.6713834044229667,-0.577185352884944,-0.636590169840347,-0.6256712496463356,-1.139129723650614,0.7085872293992536
451,0.0,3.0,1.0,0.0,2.0,0.0,1.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.22498178056320667,-0.46590245723630813,-0.42835030402869406,-1.1759330836240045,0.712741689073694,0.9934778685275638,0.5152918278858417,-0.028188916774835173,-0.3613874360412142,-0.3235041678944104,0.7597533029330014,0.7537960556891891,-0.05501233305114235,1.7986568348264165
452,3.0,0.0,2.0,1.0,2.0,2.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.3330252186723693,-0.9538285972957238,-0.30672156652386573,-0.6351919308655828,1.1384730579457898,0.9707090303035256,-1.081052567309474,0.7756223161075843,-0.05139146765946163,0.1838582020866567,0.4804846083783317,1.8573698999576087,-1.139129723650614,-1.6282389571965346
453,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.895444816531982,0.01699351643074246,-0.793236516543179,1.0361898140240844,-0.7661593916112996,-0.20452399144332428,-0.681966468510645,-0.8320001496572546,-0.3613874360412142,-1.211388315361278,-0.636590169840347,-0.6256712496463356,-0.868100376000746,0.3429842860025081
454,0.0,0.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.1142350176021756,-0.5212342875523244,-0.9148652540480073,-1.2742496568528086,-0.67370150571047,0.3236019878508301,2.510722321879986,-0.8320001496572546,-0.05139146765946163,-0.7040259453802107,-0.636590169840347,-0.6256712496463356,-0.868100376000746,-1.663619887202671
455,2.0,3.0,2.0,2.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,-1.1142350176021756,1.455621104647164,-0.9148652540480073,0.3971320880368588,-0.45902917292923356,-1.257721593684506,-0.681966468510645,-0.3497134099278029,-0.6713834044229667,-0.8308665378754775,-0.07805278073100767,-0.07388432751212577,-1.139129723650614,-0.9391532251722537
456,1.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.675799978575704,0.6407341490840162,-1.0364939915528357,0.20049894157925086,2.223524799379663,-0.06555077764904234,-0.2828803697118161,0.2933355763781326,1.4985883742493011,1.8327859045251247,1.039021997487671,1.0296895167562938,-0.05501233305114235,-0.031042688348079467
457,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5562280183665996,-1.715898805739038,0.42305085850510415,0.5446069478800647,-0.8277979822118527,-0.9676965750868487,-0.681966468510645,-0.8320001496572546,-0.05139146765946163,-1.211388315361278,-0.636590169840347,-0.6256712496463356,1.3001344051981971,0.40363730887017096
458,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.4525971788814738,0.7564279761084137,2.369110658582357,1.0853481006384864,2.2122598155802518,-0.6923880007071672,-1.081052567309474,3.187056014754843,3.9785561213033214,2.0864670895156587,1.5975593865970104,0.7537960556891891,-0.05501233305114235,-0.7167588079908234
459,3.0,2.0,2.0,0.0,2.0,3.0,0.0,4.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.3409957790343585,-0.40805554372410935,0.058164645990619226,-1.5200410899248185,2.5563731886226497,1.567835696166869,2.510722321879986,-0.6712379030807707,-0.3613874360412142,1.3254235345440577,-0.636590169840347,-0.6256712496463356,-1.139129723650614,-1.0082302789937587
460,3.0,0.0,2.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5562280183665996,-1.067007341123939,1.882595708563044,1.0361898140240844,-0.8167455452765812,0.5157487689610062,-0.681966468510645,-0.9927623962337385,-0.6713834044229667,-1.3382289078565446,-1.1951275589496864,-0.9015647107134406,2.3842517957976685,-0.14055509074802627
461,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.3330252186723693,-1.6681122250115694,1.1528232835340742,-0.9792999371663966,-0.46625576630998805,1.1430024951573756,0.5152918278858417,0.6148600695311004,0.8785964374857961,0.43753938707719026,1.039021997487671,1.5814764388905038,-0.5970710283508781,0.48956242459936
462,3.0,1.0,2.0,1.0,2.0,3.0,0.0,4.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.675799978575704,0.49234424050924536,-0.30672156652386573,1.0361898140240844,0.8092379653931805,0.14172895081735423,1.7125501242823284,0.1325733298016487,0.5686004691040435,0.8180611645629906,0.4804846083783317,-1.1774581717805455,1.0291050575483291,0.2081997907410351
463,0.0,1.0,1.0,3.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-0.77943081806083,1.5813752644562917,-0.9148652540480073,-1.5200410899248185,-0.832686560087069,-0.43582206754849284,-1.081052567309474,-0.3497134099278029,-0.3613874360412142,-0.7040259453802107,-0.35732147528567737,-0.6256712496463356,-0.5970710283508781,-1.3418219047659043
464,2.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.345408377658395,-1.1273693378323202,-0.9148652540480073,-0.6843502174799847,2.0517869331546743,1.148972373472215,0.5152918278858417,1.41867130241352,3.668560152921569,3.2280324219730594,1.3182906920423407,2.685050283158924,1.8421931004979328,1.3976729614235344
